hr,weekday,workingday,mnth,season,temp,atemp,hum,windspeed,weathersit,holiday,cnt
6,1,1,4,2,0.5,0.4848,1.0,0.0,2,0,66
7,1,1,4,2,0.52,0.5,1.0,0.0896,2,0,196
8,1,1,4,2,0.56,0.5303,0.88,0.1045,1,0,353
9,1,1,4,2,0.6,0.5606,0.83,0.1343,1,0,174
10,1,1,4,2,0.64,0.6061,0.73,0.2239,1,0,125
11,1,1,4,2,0.64,0.6061,0.73,0.2239,1,0,147
12,1,1,4,2,0.66,0.6212,0.74,0.2537,1,0,188
13,1,1,4,2,0.7,0.6515,0.65,0.2239,1,0,203
14,1,1,4,2,0.72,0.6667,0.54,0.2239,1,0,146
15,1,1,4,2,0.74,0.6667,0.51,0.2239,1,0,175
16,1,1,4,2,0.7,0.6515,0.54,0.3582,1,0,239
17,1,1,4,2,0.7,0.6515,0.54,0.2985,1,0,521
18,1,1,4,2,0.68,0.6364,0.57,0.3582,1,0,499
19,1,1,4,2,0.66,0.6212,0.57,0.3284,1,0,382
20,1,1,4,2,0.66,0.6212,0.61,0.2836,1,0,237
21,1,1,4,2,0.62,0.6061,0.69,0.2537,1,0,190
22,1,1,4,2,0.6,0.5909,0.73,0.2985,1,0,106
23,1,1,4,2,0.58,0.5455,0.78,0.2836,1,0,62
0,2,1,4,2,0.62,0.6061,0.69,0.2836,1,0,27
1,2,1,4,2,0.62,0.5909,0.73,0.2836,1,0,21
2,2,1,4,2,0.56,0.5303,0.83,0.3284,1,0,26
3,2,1,4,2,0.54,0.5152,0.88,0.2836,1,0,21
4,2,1,4,2,0.56,0.5303,0.83,0.2537,1,0,6
5,2,1,4,2,0.54,0.5152,0.88,0.2537,1,0,16
6,2,1,4,2,0.56,0.5303,0.88,0.2239,1,0,80
7,2,1,4,2,0.58,0.5455,0.83,0.2985,1,0,270
8,2,1,4,2,0.58,0.5455,0.83,0.2985,1,0,449
9,2,1,4,2,0.64,0.6061,0.73,0.3582,1,0,199
10,2,1,4,2,0.66,0.6212,0.69,0.3582,1,0,120
11,2,1,4,2,0.68,0.6364,0.65,0.3881,1,0,172
12,2,1,4,2,0.7,0.6515,0.61,0.4179,1,0,186
13,2,1,4,2,0.74,0.6667,0.51,0.4478,1,0,176
14,2,1,4,2,0.72,0.6667,0.58,0.3284,1,0,155
15,2,1,4,2,0.7,0.6515,0.61,0.3582,1,0,153
16,2,1,4,2,0.7,0.6515,0.58,0.3881,1,0,291
17,2,1,4,2,0.68,0.6364,0.61,0.3582,1,0,521
18,2,1,4,2,0.68,0.6364,0.65,0.4478,1,0,528
19,2,1,4,2,0.64,0.6061,0.73,0.4179,1,0,328
20,2,1,4,2,0.64,0.6061,0.73,0.3582,1,0,234
21,2,1,4,2,0.62,0.5909,0.78,0.2836,1,0,195
22,2,1,4,2,0.6,0.5606,0.83,0.194,2,0,148
23,2,1,4,2,0.6,0.5606,0.83,0.2239,2,0,78
0,3,1,4,2,0.6,0.5606,0.83,0.2239,1,0,27
1,3,1,4,2,0.6,0.5606,0.83,0.2537,1,0,17
2,3,1,4,2,0.58,0.5455,0.88,0.2537,1,0,5
3,3,1,4,2,0.58,0.5455,0.88,0.2836,2,0,7
4,3,1,4,2,0.56,0.5303,0.94,0.2239,1,0,6
5,3,1,4,2,0.56,0.5303,0.94,0.2537,2,0,17
6,3,1,4,2,0.56,0.5303,0.94,0.2537,1,0,84
7,3,1,4,2,0.58,0.5455,0.88,0.2836,2,0,246
8,3,1,4,2,0.58,0.5455,0.88,0.3284,2,0,444
9,3,1,4,2,0.6,0.5455,0.88,0.4179,2,0,181
10,3,1,4,2,0.62,0.5758,0.83,0.2836,2,0,92
11,3,1,4,2,0.64,0.5909,0.78,0.2836,2,0,156
12,3,1,4,2,0.66,0.6061,0.78,0.3284,1,0,173
13,3,1,4,2,0.64,0.5909,0.78,0.2985,1,0,150
14,3,1,4,2,0.68,0.6364,0.74,0.2836,1,0,148
15,3,1,4,2,0.7,0.6515,0.65,0.4925,1,0,138
16,3,1,4,2,0.7,0.6515,0.7,0.3881,1,0,218
17,3,1,4,2,0.66,0.6061,0.83,0.3881,3,0,521
18,3,1,4,2,0.66,0.6061,0.83,0.3881,3,0,412
19,3,1,4,2,0.62,0.5909,0.78,0.2836,1,0,260
20,3,1,4,2,0.64,0.5758,0.83,0.3284,1,0,218
21,3,1,4,2,0.62,0.5606,0.88,0.2836,1,0,145
22,3,1,4,2,0.62,0.5606,0.88,0.3284,2,0,129
23,3,1,4,2,0.62,0.5606,0.88,0.3582,2,0,78
0,4,1,4,2,0.64,0.5909,0.78,0.3582,1,0,54
1,4,1,4,2,0.62,0.5758,0.83,0.3881,2,0,20
2,4,1,4,2,0.62,0.5758,0.83,0.4478,2,0,21
3,4,1,4,2,0.64,0.5909,0.78,0.3881,2,0,3
4,4,1,4,2,0.62,0.5758,0.83,0.4179,2,0,9
5,4,1,4,2,0.62,0.5758,0.83,0.3881,2,0,13
6,4,1,4,2,0.64,0.5909,0.78,0.4627,2,0,86
7,4,1,4,2,0.64,0.5909,0.78,0.4478,2,0,215
8,4,1,4,2,0.66,0.6061,0.78,0.4478,2,0,398
9,4,1,4,2,0.62,0.5606,0.88,0.3284,3,0,183
10,4,1,4,2,0.62,0.5606,0.88,0.2836,2,0,54
11,4,1,4,2,0.62,0.5758,0.83,0.2836,2,0,84
12,4,1,4,2,0.62,0.5909,0.78,0.2537,2,0,107
13,4,1,4,2,0.62,0.5758,0.83,0.2985,2,0,121
14,4,1,4,2,0.62,0.5758,0.83,0.2985,1,0,142
15,4,1,4,2,0.66,0.6212,0.69,0.3284,1,0,163
16,4,1,4,2,0.62,0.5909,0.78,0.2537,1,0,270
17,4,1,4,2,0.64,0.6212,0.47,0.3582,1,0,455
18,4,1,4,2,0.64,0.6212,0.47,0.3582,1,0,530
19,4,1,4,2,0.62,0.6212,0.43,0.2985,1,0,404
20,4,1,4,2,0.58,0.5455,0.43,0.2239,1,0,269
21,4,1,4,2,0.56,0.5303,0.46,0.1343,1,0,194
22,4,1,4,2,0.54,0.5152,0.45,0.1642,1,0,153
23,4,1,4,2,0.54,0.5152,0.39,0.0896,1,0,110
0,5,1,4,2,0.52,0.5,0.39,0.2836,1,0,48
1,5,1,4,2,0.5,0.4848,0.45,0.0896,1,0,31
2,5,1,4,2,0.46,0.4545,0.63,0.1045,1,0,10
3,5,1,4,2,0.46,0.4545,0.59,0.0896,1,0,5
4,5,1,4,2,0.46,0.4545,0.51,0.1343,1,0,6
5,5,1,4,2,0.46,0.4545,0.47,0.1343,1,0,25
6,5,1,4,2,0.5,0.4848,0.45,0.2836,1,0,71
7,5,1,4,2,0.52,0.5,0.42,0.194,1,0,240
8,5,1,4,2,0.54,0.5152,0.39,0.2985,1,0,421
9,5,1,4,2,0.54,0.5152,0.39,0.3284,1,0,230
10,5,1,4,2,0.56,0.5303,0.4,0.2836,1,0,156
11,5,1,4,2,0.6,0.6212,0.38,0.2239,1,0,157
12,5,1,4,2,0.56,0.5303,0.37,0.2836,1,0,223
13,5,1,4,2,0.56,0.5303,0.37,0.2985,1,0,308
14,5,1,4,2,0.6,0.6212,0.35,0.3284,1,0,248
15,5,1,4,2,0.56,0.5303,0.4,0.2985,2,0,252
16,5,1,4,2,0.54,0.5152,0.42,0.3582,2,0,299
17,5,1,4,2,0.52,0.5,0.45,0.3881,2,0,508
18,5,1,4,2,0.52,0.5,0.48,0.3582,1,0,439
19,5,1,4,2,0.46,0.4545,0.55,0.3284,1,0,270
20,5,1,4,2,0.48,0.4697,0.48,0.2239,1,0,194
21,5,1,4,2,0.46,0.4545,0.51,0.194,1,0,195
22,5,1,4,2,0.42,0.4242,0.58,0.1642,1,0,146
23,5,1,4,2,0.44,0.4394,0.54,0.0896,2,0,113
0,6,0,4,2,0.44,0.4394,0.54,0.2537,2,0,106
1,6,0,4,2,0.44,0.4394,0.54,0.1642,2,0,74
2,6,0,4,2,0.44,0.4394,0.54,0.2239,2,0,65
3,6,0,4,2,0.42,0.4242,0.54,0.194,2,0,17
4,6,0,4,2,0.42,0.4242,0.54,0.2239,2,0,7
5,6,0,4,2,0.42,0.4242,0.54,0.3881,1,0,7
6,6,0,4,2,0.4,0.4091,0.58,0.2836,1,0,21
7,6,0,4,2,0.4,0.4091,0.54,0.3881,1,0,48
8,6,0,4,2,0.4,0.4091,0.54,0.2985,1,0,91
9,6,0,4,2,0.44,0.4394,0.51,0.3582,1,0,156
10,6,0,4,2,0.48,0.4697,0.44,0.3881,1,0,279
11,6,0,4,2,0.5,0.4848,0.42,0.3582,1,0,321
12,6,0,4,2,0.52,0.5,0.42,0.3881,1,0,416
13,6,0,4,2,0.54,0.5152,0.39,0.2985,1,0,455
14,6,0,4,2,0.54,0.5152,0.39,0.2239,1,0,452
15,6,0,4,2,0.56,0.5303,0.37,0.1343,1,0,499
16,6,0,4,2,0.58,0.5455,0.37,0.194,1,0,464
17,6,0,4,2,0.56,0.5303,0.43,0.1343,1,0,407
18,6,0,4,2,0.54,0.5152,0.43,0.1343,1,0,371
19,6,0,4,2,0.54,0.5152,0.43,0.1343,1,0,387
20,6,0,4,2,0.44,0.4394,0.62,0.1343,1,0,224
21,6,0,4,2,0.44,0.4394,0.62,0.1343,1,0,177
22,6,0,4,2,0.44,0.4394,0.67,0.1045,1,0,143
23,6,0,4,2,0.44,0.4394,0.67,0.1045,1,0,125
0,0,0,5,2,0.42,0.4242,0.67,0.0896,1,0,96
1,0,0,5,2,0.42,0.4242,0.69,0.1045,1,0,59
2,0,0,5,2,0.42,0.4242,0.77,0.1045,1,0,50
3,0,0,5,2,0.4,0.4091,0.82,0.1045,1,0,23
4,0,0,5,2,0.4,0.4091,0.76,0.1045,1,0,17
5,0,0,5,2,0.4,0.4091,0.82,0.0896,1,0,10
6,0,0,5,2,0.4,0.4091,0.82,0.0896,2,0,13
7,0,0,5,2,0.42,0.4242,0.77,0.0896,2,0,33
8,0,0,5,2,0.44,0.4394,0.77,0.1343,2,0,59
9,0,0,5,2,0.46,0.4545,0.72,0.1343,2,0,141
10,0,0,5,2,0.48,0.4697,0.63,0.194,2,0,264
11,0,0,5,2,0.46,0.4545,0.82,0.1045,1,0,250
12,0,0,5,2,0.48,0.4697,0.77,0.1045,2,0,281
13,0,0,5,2,0.5,0.4848,0.63,0.1642,2,0,332
14,0,0,5,2,0.5,0.4848,0.68,0.1045,2,0,238
15,0,0,5,2,0.5,0.4848,0.72,0.0,2,0,266
16,0,0,5,2,0.5,0.4848,0.72,0.194,2,0,214
17,0,0,5,2,0.48,0.4697,0.82,0.2537,2,0,196
18,0,0,5,2,0.46,0.4545,0.82,0.0896,2,0,159
19,0,0,5,2,0.46,0.4545,0.84,0.1045,2,0,178
20,0,0,5,2,0.46,0.4545,0.82,0.0,2,0,121
21,0,0,5,2,0.46,0.4545,0.82,0.0,2,0,105
22,0,0,5,2,0.46,0.4545,0.82,0.0,2,0,100
23,0,0,5,2,0.46,0.4545,0.77,0.194,1,0,146
0,1,1,5,2,0.46,0.4545,0.72,0.1343,1,0,177
1,1,1,5,2,0.46,0.4545,0.72,0.1343,1,0,114
2,1,1,5,2,0.44,0.4394,0.77,0.2239,2,0,35
3,1,1,5,2,0.44,0.4394,0.77,0.1343,1,0,16
4,1,1,5,2,0.44,0.4394,0.77,0.1642,1,0,17
5,1,1,5,2,0.44,0.4394,0.77,0.1343,2,0,20
6,1,1,5,2,0.44,0.4394,0.88,0.1045,1,0,62
7,1,1,5,2,0.46,0.4545,0.82,0.3284,2,0,209
8,1,1,5,2,0.48,0.4697,0.77,0.2239,2,0,371
9,1,1,5,2,0.5,0.4848,0.77,0.2836,2,0,172
10,1,1,5,2,0.54,0.5152,0.77,0.2239,2,0,108
11,1,1,5,2,0.58,0.5455,0.73,0.2985,1,0,130
12,1,1,5,2,0.62,0.6061,0.69,0.2239,1,0,187
13,1,1,5,2,0.62,0.6061,0.69,0.194,2,0,170
14,1,1,5,2,0.64,0.6061,0.69,0.2239,1,0,181
15,1,1,5,2,0.66,0.6212,0.61,0.194,1,0,155
16,1,1,5,2,0.66,0.6212,0.61,0.2239,1,0,269
17,1,1,5,2,0.66,0.6212,0.65,0.194,1,0,537
18,1,1,5,2,0.64,0.6061,0.65,0.194,2,0,518
19,1,1,5,2,0.62,0.6061,0.69,0.1343,2,0,314
20,1,1,5,2,0.62,0.6061,0.69,0.1343,2,0,218
21,1,1,5,2,0.6,0.5909,0.73,0.1045,2,0,232
22,1,1,5,2,0.6,0.5909,0.73,0.0,2,0,125
23,1,1,5,2,0.56,0.5303,0.83,0.194,2,0,64
0,2,1,5,2,0.56,0.5303,0.83,0.2239,2,0,16
1,2,1,5,2,0.56,0.5303,0.78,0.2537,2,0,14
2,2,1,5,2,0.56,0.5303,0.78,0.2537,2,0,5
3,2,1,5,2,0.54,0.5152,0.83,0.2836,1,0,2
4,2,1,5,2,0.52,0.5,0.88,0.2239,1,0,4
5,2,1,5,2,0.52,0.5,0.88,0.1343,1,0,14
6,2,1,5,2,0.52,0.5,0.94,0.1642,2,0,109
7,2,1,5,2,0.54,0.5152,0.88,0.2239,2,0,265
8,2,1,5,2,0.56,0.5303,0.83,0.2836,2,0,459
9,2,1,5,2,0.6,0.5758,0.78,0.3582,2,0,186
10,2,1,5,2,0.64,0.6061,0.69,0.3582,2,0,127
11,2,1,5,2,0.66,0.6212,0.65,0.3284,2,0,140
12,2,1,5,2,0.68,0.6364,0.61,0.4925,2,0,217
13,2,1,5,2,0.7,0.6515,0.58,0.6119,2,0,194
14,2,1,5,2,0.7,0.6515,0.58,0.5224,2,0,158
15,2,1,5,2,0.7,0.6515,0.58,0.4478,2,0,154
16,2,1,5,2,0.72,0.6667,0.54,0.4627,1,0,271
17,2,1,5,2,0.7,0.6515,0.54,0.4627,1,0,517
18,2,1,5,2,0.7,0.6515,0.48,0.4179,1,0,544
19,2,1,5,2,0.68,0.6364,0.57,0.3582,1,0,365
20,2,1,5,2,0.66,0.6212,0.61,0.194,1,0,290
21,2,1,5,2,0.64,0.6212,0.61,0.4478,2,0,225
22,2,1,5,2,0.58,0.5455,0.6,0.3881,2,0,113
23,2,1,5,2,0.56,0.5303,0.68,0.3284,2,0,62
0,3,1,5,2,0.52,0.5,0.77,0.1642,3,0,27
1,3,1,5,2,0.5,0.4848,0.82,0.2836,3,0,7
2,3,1,5,2,0.5,0.4848,0.82,0.2836,3,0,4
3,3,1,5,2,0.42,0.4242,0.88,0.5224,3,0,1
4,3,1,5,2,0.38,0.3939,0.94,0.3284,3,0,3
5,3,1,5,2,0.36,0.3333,0.87,0.3284,3,0,9
6,3,1,5,2,0.34,0.303,0.93,0.3881,3,0,21
7,3,1,5,2,0.34,0.303,0.93,0.3582,3,0,52
8,3,1,5,2,0.34,0.303,0.93,0.3881,3,0,79
9,3,1,5,2,0.34,0.303,0.93,0.3582,3,0,40
10,3,1,5,2,0.34,0.3182,0.93,0.2836,2,0,31
11,3,1,5,2,0.4,0.4091,0.82,0.3284,1,0,72
12,3,1,5,2,0.44,0.4394,0.62,0.3582,2,0,124
13,3,1,5,2,0.46,0.4545,0.59,0.4478,2,0,143
14,3,1,5,2,0.5,0.4848,0.51,0.3881,1,0,107
15,3,1,5,2,0.48,0.4697,0.51,0.4179,1,0,129
16,3,1,5,2,0.5,0.4848,0.45,0.4627,1,0,195
17,3,1,5,2,0.4,0.4091,0.71,0.2537,1,0,410
18,3,1,5,2,0.42,0.4242,0.67,0.2537,1,0,396
19,3,1,5,2,0.42,0.4242,0.58,0.3582,1,0,296
20,3,1,5,2,0.4,0.4091,0.62,0.3284,1,0,191
21,3,1,5,2,0.4,0.4091,0.62,0.1642,1,0,150
22,3,1,5,2,0.38,0.3939,0.62,0.2239,1,0,89
23,3,1,5,2,0.36,0.3485,0.62,0.2239,1,0,57
0,4,1,5,2,0.36,0.3485,0.66,0.194,1,0,27
1,4,1,5,2,0.34,0.3333,0.71,0.194,1,0,10
2,4,1,5,2,0.34,0.3182,0.66,0.2239,1,0,5
3,4,1,5,2,0.34,0.3182,0.66,0.2537,1,0,4
4,4,1,5,2,0.34,0.3182,0.66,0.2537,1,0,7
5,4,1,5,2,0.34,0.3182,0.66,0.2537,1,0,30
6,4,1,5,2,0.34,0.3182,0.66,0.2537,1,0,89
7,4,1,5,2,0.38,0.3939,0.58,0.2537,1,0,271
8,4,1,5,2,0.42,0.4242,0.5,0.2537,1,0,440
9,4,1,5,2,0.46,0.4545,0.44,0.2836,1,0,184
10,4,1,5,2,0.5,0.4848,0.39,0.2836,1,0,128
11,4,1,5,2,0.52,0.5,0.36,0.4478,1,0,148
12,4,1,5,2,0.52,0.5,0.34,0.3582,1,0,196
13,4,1,5,2,0.54,0.5152,0.3,0.5821,1,0,192
14,4,1,5,2,0.54,0.5152,0.28,0.4478,1,0,154
15,4,1,5,2,0.56,0.5303,0.26,0.4925,1,0,147
16,4,1,5,2,0.58,0.5455,0.24,0.4179,1,0,269
17,4,1,5,2,0.56,0.5303,0.26,0.3881,1,0,533
18,4,1,5,2,0.56,0.5303,0.26,0.2836,1,0,520
19,4,1,5,2,0.54,0.5152,0.28,0.2239,1,0,361
20,4,1,5,2,0.5,0.4848,0.34,0.1642,1,0,258
21,4,1,5,2,0.5,0.4848,0.36,0.194,1,0,180
22,4,1,5,2,0.48,0.4697,0.39,0.194,1,0,165
23,4,1,5,2,0.46,0.4545,0.41,0.194,1,0,115
0,5,1,5,2,0.44,0.4394,0.44,0.1642,1,0,56
1,5,1,5,2,0.4,0.4091,0.62,0.1642,1,0,32
2,5,1,5,2,0.38,0.3939,0.62,0.1045,1,0,16
3,5,1,5,2,0.36,0.3636,0.71,0.1045,1,0,9
4,5,1,5,2,0.36,0.3636,0.71,0.1045,1,0,1
5,5,1,5,2,0.34,0.3485,0.81,0.1045,1,0,16
6,5,1,5,2,0.36,0.3636,0.81,0.0896,1,0,82
7,5,1,5,2,0.4,0.4091,0.82,0.0,1,0,222
8,5,1,5,2,0.42,0.4242,0.77,0.2537,1,0,450
9,5,1,5,2,0.46,0.4545,0.67,0.2836,1,0,188
10,5,1,5,2,0.54,0.5152,0.49,0.3284,2,0,127
11,5,1,5,2,0.54,0.5152,0.49,0.3284,2,0,165
12,5,1,5,2,0.56,0.5303,0.49,0.3582,1,0,246
13,5,1,5,2,0.58,0.5455,0.4,0.3284,1,0,253
14,5,1,5,2,0.6,0.6212,0.4,0.4478,1,0,213
15,5,1,5,2,0.6,0.6212,0.38,0.3881,1,0,260
16,5,1,5,2,0.6,0.6212,0.4,0.2537,1,0,344
17,5,1,5,2,0.58,0.5455,0.4,0.3582,1,0,553
18,5,1,5,2,0.54,0.5152,0.52,0.3582,3,0,470
19,5,1,5,2,0.54,0.5152,0.52,0.3582,3,0,292
20,5,1,5,2,0.52,0.5,0.48,0.1045,1,0,190
21,5,1,5,2,0.48,0.4697,0.67,0.1343,1,0,152
22,5,1,5,2,0.46,0.4545,0.72,0.2239,1,0,151
23,5,1,5,2,0.44,0.4394,0.82,0.1343,1,0,120
0,6,0,5,2,0.42,0.4242,0.82,0.1343,1,0,86
1,6,0,5,2,0.42,0.4242,0.82,0.1045,1,0,58
2,6,0,5,2,0.42,0.4242,0.82,0.0896,1,0,52
3,6,0,5,2,0.42,0.4242,0.77,0.0896,1,0,18
4,6,0,5,2,0.4,0.4091,0.82,0.1045,1,0,5
5,6,0,5,2,0.46,0.4545,0.59,0.1343,1,0,7
6,6,0,5,2,0.42,0.4242,0.77,0.0896,1,0,13
7,6,0,5,2,0.48,0.4697,0.59,0.0,1,0,40
8,6,0,5,2,0.52,0.5,0.52,0.194,1,0,115
9,6,0,5,2,0.54,0.5152,0.49,0.2836,1,0,218
10,6,0,5,2,0.56,0.5303,0.49,0.2985,1,0,298
11,6,0,5,2,0.56,0.5303,0.43,0.0,1,0,347
12,6,0,5,2,0.6,0.6212,0.4,0.194,1,0,373
13,6,0,5,2,0.6,0.6212,0.35,0.2836,1,0,436
14,6,0,5,2,0.6,0.6212,0.35,0.1642,3,0,378
15,6,0,5,2,0.6,0.6212,0.38,0.2537,1,0,378
16,6,0,5,2,0.6,0.6212,0.38,0.194,1,0,342
17,6,0,5,2,0.58,0.5455,0.4,0.2239,1,0,354
18,6,0,5,2,0.58,0.5455,0.37,0.1642,1,0,289
19,6,0,5,2,0.56,0.5303,0.43,0.194,1,0,267
20,6,0,5,2,0.56,0.5303,0.43,0.1343,1,0,219
21,6,0,5,2,0.54,0.5152,0.49,0.2239,1,0,182
22,6,0,5,2,0.54,0.5152,0.49,0.194,1,0,120
23,6,0,5,2,0.5,0.4848,0.59,0.1045,1,0,119
0,0,0,5,2,0.5,0.4848,0.59,0.1045,2,0,100
1,0,0,5,2,0.52,0.5,0.55,0.0,2,0,64
2,0,0,5,2,0.48,0.4697,0.63,0.0,1,0,59
3,0,0,5,2,0.46,0.4545,0.72,0.0896,1,0,31
4,0,0,5,2,0.42,0.4242,0.82,0.0,1,0,10
5,0,0,5,2,0.44,0.4394,0.77,0.0,2,0,5
6,0,0,5,2,0.44,0.4394,0.82,0.0,2,0,6
7,0,0,5,2,0.46,0.4545,0.82,0.0,2,0,23
8,0,0,5,2,0.52,0.5,0.63,0.1343,1,0,86
9,0,0,5,2,0.56,0.5303,0.52,0.2239,1,0,160
10,0,0,5,2,0.58,0.5455,0.49,0.1343,1,0,244
11,0,0,5,2,0.58,0.5455,0.49,0.0896,1,0,340
12,0,0,5,2,0.6,0.6212,0.46,0.0896,1,0,382
13,0,0,5,2,0.6,0.6212,0.49,0.1343,1,0,390
14,0,0,5,2,0.6,0.6212,0.49,0.0,1,0,366
15,0,0,5,2,0.6,0.6212,0.49,0.0,1,0,358
16,0,0,5,2,0.6,0.6212,0.46,0.1045,1,0,385
17,0,0,5,2,0.58,0.5455,0.49,0.2836,3,0,351
18,0,0,5,2,0.58,0.5455,0.49,0.0,1,0,268
19,0,0,5,2,0.56,0.5303,0.64,0.0,1,0,239
20,0,0,5,2,0.52,0.5,0.77,0.1343,1,0,174
21,0,0,5,2,0.52,0.5,0.77,0.0896,1,0,127
22,0,0,5,2,0.5,0.4848,0.88,0.0896,1,0,115
23,0,0,5,2,0.46,0.4545,0.88,0.0896,1,0,50
0,1,1,5,2,0.46,0.4545,0.82,0.0896,1,0,53
1,1,1,5,2,0.44,0.4394,0.88,0.0,1,0,33
2,1,1,5,2,0.44,0.4394,0.94,0.0,1,0,8
3,1,1,5,2,0.46,0.4545,0.82,0.0896,1,0,7
4,1,1,5,2,0.42,0.4242,0.82,0.1642,1,0,4
5,1,1,5,2,0.42,0.4242,0.77,0.1642,1,0,23
6,1,1,5,2,0.44,0.4394,0.72,0.2537,1,0,89
7,1,1,5,2,0.48,0.4697,0.63,0.2537,1,0,237
8,1,1,5,2,0.52,0.5,0.55,0.2239,1,0,374
9,1,1,5,2,0.54,0.5152,0.56,0.1642,1,0,178
10,1,1,5,2,0.56,0.5303,0.52,0.194,1,0,119
11,1,1,5,2,0.6,0.6212,0.46,0.2239,1,0,125
12,1,1,5,2,0.6,0.6212,0.43,0.194,1,0,195
13,1,1,5,2,0.62,0.6212,0.38,0.2836,1,0,174
14,1,1,5,2,0.62,0.6212,0.41,0.2239,1,0,162
15,1,1,5,2,0.62,0.6212,0.41,0.2239,1,0,199
16,1,1,5,2,0.64,0.6212,0.38,0.2239,1,0,304
17,1,1,5,2,0.62,0.6212,0.38,0.2537,1,0,598
18,1,1,5,2,0.62,0.6212,0.38,0.2985,1,0,524
19,1,1,5,2,0.58,0.5455,0.43,0.194,1,0,384
20,1,1,5,2,0.54,0.5152,0.49,0.194,1,0,239
21,1,1,5,2,0.52,0.5,0.59,0.1343,1,0,156
22,1,1,5,2,0.52,0.5,0.68,0.0896,1,0,116
23,1,1,5,2,0.5,0.4848,0.68,0.0896,1,0,61
0,2,1,5,2,0.48,0.4697,0.63,0.0,1,0,18
1,2,1,5,2,0.46,0.4545,0.59,0.0896,1,0,15
2,2,1,5,2,0.44,0.4394,0.58,0.1343,1,0,5
3,2,1,5,2,0.44,0.4394,0.54,0.194,1,0,4
4,2,1,5,2,0.42,0.4242,0.62,0.2537,1,0,2
5,2,1,5,2,0.4,0.4091,0.66,0.2239,1,0,29
6,2,1,5,2,0.42,0.4242,0.67,0.1343,1,0,112
7,2,1,5,2,0.44,0.4394,0.62,0.1343,2,0,314
8,2,1,5,2,0.5,0.4848,0.51,0.1045,2,0,425
9,2,1,5,2,0.52,0.5,0.48,0.1045,2,0,205
10,2,1,5,2,0.56,0.5303,0.37,0.0896,2,0,127
11,2,1,5,2,0.56,0.5303,0.43,0.1343,2,0,125
12,2,1,5,2,0.6,0.6212,0.38,0.0,2,0,217
13,2,1,5,2,0.62,0.6212,0.38,0.2537,2,0,202
14,2,1,5,2,0.62,0.6212,0.33,0.0,2,0,176
15,2,1,5,2,0.64,0.6212,0.33,0.0896,2,0,180
16,2,1,5,2,0.66,0.6212,0.31,0.1045,1,0,327
17,2,1,5,2,0.64,0.6212,0.33,0.0,1,0,611
18,2,1,5,2,0.64,0.6212,0.29,0.1343,1,0,550
19,2,1,5,2,0.6,0.6212,0.43,0.2239,1,0,434
20,2,1,5,2,0.54,0.5152,0.6,0.1343,1,0,291
21,2,1,5,2,0.54,0.5152,0.52,0.0,1,0,203
22,2,1,5,2,0.52,0.5,0.55,0.1045,1,0,150
23,2,1,5,2,0.52,0.5,0.59,0.1343,2,0,81
0,3,1,5,2,0.52,0.5,0.55,0.1343,2,0,38
1,3,1,5,2,0.5,0.4848,0.59,0.1045,2,0,20
2,3,1,5,2,0.52,0.5,0.59,0.0,1,0,10
3,3,1,5,2,0.5,0.4848,0.63,0.2239,1,0,3
4,3,1,5,2,0.48,0.4697,0.88,0.1343,2,0,2
5,3,1,5,2,0.46,0.4545,0.88,0.1343,1,0,20
6,3,1,5,2,0.46,0.4545,0.82,0.1343,1,0,99
7,3,1,5,2,0.48,0.4697,0.72,0.194,1,0,318
8,3,1,5,2,0.48,0.4697,0.77,0.2537,1,0,442
9,3,1,5,2,0.52,0.5,0.72,0.1343,1,0,203
10,3,1,5,2,0.54,0.5152,0.68,0.0896,1,0,154
11,3,1,5,2,0.56,0.5303,0.64,0.0896,1,0,141
12,3,1,5,2,0.6,0.6212,0.56,0.0,1,0,226
13,3,1,5,2,0.62,0.6212,0.5,0.0,1,0,193
14,3,1,5,2,0.62,0.6212,0.53,0.0896,1,0,177
15,3,1,5,2,0.64,0.6212,0.41,0.0,1,0,179
16,3,1,5,2,0.66,0.6212,0.39,0.0,1,0,289
17,3,1,5,2,0.64,0.6212,0.47,0.1045,1,0,259
18,3,1,5,2,0.62,0.6212,0.5,0.2985,1,0,274
19,3,1,5,2,0.56,0.5303,0.52,0.1343,1,0,401
20,3,1,5,2,0.54,0.5152,0.64,0.1343,1,0,273
21,3,1,5,2,0.54,0.5152,0.6,0.0,1,0,234
22,3,1,5,2,0.5,0.4848,0.72,0.2537,1,0,146
23,3,1,5,2,0.46,0.4545,0.88,0.2537,1,0,81
0,4,1,5,2,0.46,0.4545,0.88,0.2239,2,0,44
1,4,1,5,2,0.46,0.4545,0.88,0.2239,1,0,17
2,4,1,5,2,0.44,0.4394,0.94,0.194,1,0,15
3,4,1,5,2,0.44,0.4394,0.88,0.1343,1,0,5
4,4,1,5,2,0.42,0.4242,0.94,0.0,1,0,6
5,4,1,5,2,0.42,0.4242,0.94,0.1343,1,0,29
6,4,1,5,2,0.44,0.4394,0.88,0.0,1,0,112
7,4,1,5,2,0.46,0.4545,0.88,0.1343,1,0,297
8,4,1,5,2,0.48,0.4697,0.82,0.194,1,0,421
9,4,1,5,2,0.5,0.4848,0.77,0.2836,2,0,212
10,4,1,5,2,0.54,0.5152,0.68,0.2239,2,0,147
